timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-01T03:29:23,sample-factory,5d32fad7-fc94-440d-a5c6-00b5c6d331a8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5631648000016867,3.347621200149395e-07,2.1415663915575524e-07,1.5362558565000004,0.0,10.0,4.533742381063064e-07,0.0,2.9504786111121776e-06,3.403852849218484e-06,0.0,Brazil,BRA,ceará,,,Windows-11-10.0.26200-SP0,3.12.4,3.2.8,12,AMD Ryzen 5 5500U with Radeon Graphics,0,,-39.0159,-4.9702,5.864982604980469,machine,0,0,0,0,N,1.0,0.0
