arquivo,escopo,nome,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
sample_factory/model/actor_critic.py,funcao,_core_rnn,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/actor_critic.py,funcao,_core_empty,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/actor_critic.py,funcao,default_make_actor_critic_func,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/actor_critic.py,funcao,create_actor_critic,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/actor_critic.py,funcao,obs_space_without_action_mask,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/model/core.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/core.py,funcao,get_out_size,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/core.py,funcao,forward,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/core.py,funcao,default_make_core_func,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/decoder.py,funcao,__init__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/model/decoder.py,funcao,forward,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/decoder.py,funcao,get_out_size,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/decoder.py,funcao,default_make_decoder_func,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/encoder.py,funcao,__init__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/model/encoder.py,funcao,get_out_size,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/encoder.py,funcao,model_to_device,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/encoder.py,funcao,device_for_input_tensor,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/encoder.py,funcao,type_for_input_tensor,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/encoder.py,funcao,forward,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/model/encoder.py,funcao,make_img_encoder,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/encoder.py,funcao,default_make_encoder_func,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/model_factory.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/model_factory.py,funcao,register_actor_critic_factory,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/model_factory.py,funcao,register_encoder_factory,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/model_factory.py,funcao,register_model_core_factory,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/model_factory.py,funcao,register_decoder_factory,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/model_utils.py,funcao,get_rnn_size,3,7,5,9,10,14,24.4064,46.507,1.9286,89.6921,4.9829,0.0155
sample_factory/model/model_utils.py,funcao,nonlinearity,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
sample_factory/model/model_utils.py,funcao,fc_layer,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/model_utils.py,funcao,create_mlp,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/model/model_utils.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/model_utils.py,funcao,get_out_size,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/model_utils.py,funcao,model_device,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/model/utils.py,funcao,orthogonal_init,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/model/utils.py,funcao,he_normal_init,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/pbt/population_based_training.py,funcao,perturb_float,3,4,3,6,7,9,12.7549,25.2662,2.25,56.8489,3.1583,0.0084
sample_factory/pbt/population_based_training.py,funcao,perturb_vtrace,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,perturb_exponential_decay,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
sample_factory/pbt/population_based_training.py,funcao,perturb_batch_size,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
sample_factory/pbt/population_based_training.py,funcao,policy_cfg_file,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,policy_reward_shaping_file,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,update_cfg_signal,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,save_model_signal,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,load_model_signal,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,__init__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/pbt/population_based_training.py,funcao,on_init,1,2,2,4,3,6,2.0,9.5098,1.0,9.5098,0.5283,0.0032
sample_factory/pbt/population_based_training.py,funcao,on_connect_components,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,on_start,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,_save_cfg,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,_save_reward_shaping,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,_perturb_param,7,12,7,13,19,20,62.671,84.9586,3.7917,322.1345,17.8964,0.0283
sample_factory/pbt/population_based_training.py,funcao,_perturb,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,_perturb_cfg,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,_perturb_reward,3,6,3,6,9,9,20.2647,28.5293,1.5,42.794,2.3774,0.0095
sample_factory/pbt/population_based_training.py,funcao,_learner_update_cfg,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,_write_dict_summaries,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/pbt/population_based_training.py,funcao,_write_pbt_summaries,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/pbt/population_based_training.py,funcao,_update_policy,11,22,13,25,33,38,136.1612,191.687,6.25,1198.0436,66.558,0.0639
sample_factory/pbt/population_based_training.py,funcao,on_saved_model,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
sample_factory/pbt/population_based_training.py,funcao,on_training_step,9,19,11,21,28,32,109.2399,153.8354,4.9737,765.1285,42.5071,0.0513
sample_factory/utils/attr_dict.py,funcao,__getattribute__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/decay.py,funcao,__init__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/decay.py,funcao,at,9,25,21,40,34,61,144.6257,310.3352,7.2,2234.4137,124.1341,0.1034
sample_factory/utils/dicts.py,funcao,dict_of_lists_append,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/dicts.py,funcao,dict_of_lists_append_idx,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/dicts.py,funcao,iterate_recursively,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/dicts.py,funcao,iterate_recursively_with_prefix,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
sample_factory/utils/dicts.py,funcao,copy_dict_structure,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/dicts.py,funcao,_copy_dict_structure_func,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/dicts.py,funcao,iter_dicts_recursively,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/dicts.py,funcao,list_of_dicts_to_dict_of_lists,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
sample_factory/utils/dicts.py,funcao,get_first_present,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/get_available_gpus.py,funcao,get_gpus_without_triggering_pytorch_cuda_initialization,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/get_available_gpus.py,funcao,main,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/gifs.py,funcao,encode_gif,2,6,4,8,8,12,17.5098,36.0,1.3333,48.0,2.6667,0.012
sample_factory/utils/gpu_utils.py,funcao,set_global_cuda_envvars,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/utils/gpu_utils.py,funcao,get_available_gpus,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
sample_factory/utils/gpu_utils.py,funcao,gpus_for_process,6,11,6,12,17,18,53.5635,73.5743,3.2727,240.7887,13.3772,0.0245
sample_factory/utils/gpu_utils.py,funcao,set_gpus_for_process,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/utils/gpu_utils.py,funcao,cuda_envvars_for_policy,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/network.py,funcao,is_udp_port_available,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/normalize.py,funcao,__init__,4,10,5,11,14,16,41.2193,60.9177,2.2,134.0189,7.4455,0.0203
sample_factory/utils/normalize.py,funcao,_clone_tensordict,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/normalize.py,funcao,forward,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
sample_factory/utils/normalize.py,funcao,summaries,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/state_proxy.py,funcao,_state_attrs,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/state_proxy.py,funcao,_init_state_proxy,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/state_proxy.py,funcao,__getattr__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/state_proxy.py,funcao,__setattr__,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
sample_factory/utils/tb.py,funcao,tb_version,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
sample_factory/utils/tb.py,funcao,main,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
sample_factory/utils/timing.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,__str__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,set_tree_node,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,initial_value,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/timing.py,funcao,_record_measurement,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
sample_factory/utils/timing.py,funcao,__enter__,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,__exit__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/timing.py,funcao,_push_context,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,_init_context,2,4,3,5,6,8,10.0,20.6797,1.25,25.8496,1.4361,0.0069
sample_factory/utils/timing.py,funcao,timeit,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,add_time,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,time_avg,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,_time_str,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,flat_str,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/timing.py,funcao,_tree_str_func,3,6,4,7,9,11,20.2647,34.8692,1.75,61.0211,3.3901,0.0116
sample_factory/utils/timing.py,funcao,tree_str,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/timing.py,funcao,init_global_profiler,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,has_file_handler,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,init_file_logger,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/utils/utils.py,funcao,is_module_available,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,set_attr_if_exists,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,scale_to_range,4,10,6,12,14,18,41.2193,68.5324,2.4,164.4777,9.1377,0.0228
sample_factory/utils/utils.py,funcao,op_with_idx,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
sample_factory/utils/utils.py,funcao,min_with_idx,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,max_with_idx,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,static_vars,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,safe_get,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,safe_put,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,safe_put_many,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,retry,3,4,3,6,7,9,12.7549,25.2662,2.25,56.8489,3.1583,0.0084
sample_factory/utils/utils.py,funcao,str2bool,2,8,4,8,10,12,26.0,39.8631,1.0,39.8631,2.2146,0.0133
sample_factory/utils/utils.py,funcao,numpy_all_the_way,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,numpy_flatten,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,ensure_contigious,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/utils/utils.py,funcao,figure_to_numpy,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,get_free_disk_space_mb,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
sample_factory/utils/utils.py,funcao,memory_consumption_mb,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
sample_factory/utils/utils.py,funcao,kill,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,join_or_kill,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,list_child_processes,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,kill_processes,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
sample_factory/utils/utils.py,funcao,cores_for_worker_process,6,12,11,22,18,33,58.5293,137.6075,5.5,756.8414,42.0467,0.0459
sample_factory/utils/utils.py,funcao,set_process_cpu_affinity,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/utils/utils.py,funcao,ensure_dir_exists,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
sample_factory/utils/utils.py,funcao,maybe_ensure_dir_exists,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,safe_ensure_dir_exists,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,remove_if_exists,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,get_username,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,project_tmp_dir,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,experiments_dir,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,wandb_dir,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,experiment_dir,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,summaries_dir,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,cfg_file,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,cfg_file_old,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,git_root,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
sample_factory/utils/utils.py,funcao,get_git_commit_hash,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,save_git_diff,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/utils.py,funcao,log_every_n,5,8,5,10,13,15,35.6096,55.5066,3.125,173.4581,9.6366,0.0185
sample_factory/utils/utils.py,funcao,debug_log_every_n,0,0,0,0,0,0,0,0,0,0,0,0
sample_factory/utils/wandb_utils.py,funcao,init_wandb,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
sample_factory/utils/wandb_utils.py,funcao,finish_wandb,0,0,0,0,0,0,0,0,0,0,0,0
