arquivo,tipo,classe,nome,rank_cc,complexity,linha_ini,linha_fim
sample_factory/export_onnx.py,method,OnnxExporter,forward,A,5,38,62
sample_factory/algo/learning/learner.py,function,,get_lr_scheduler,A,5,103,113
sample_factory/algo/learning/learner.py,method,Learner,load_checkpoint,A,5,268,287
sample_factory/algo/learning/rnn_utils.py,function,,_build_pack_info_from_dones,A,5,11,111
sample_factory/algo/runners/runner.py,method,Runner,_get_perf_stats,A,5,291,312
sample_factory/algo/sampling/batched_sampling.py,method,BatchedVectorEnvRunner,init,A,5,154,206
sample_factory/algo/sampling/non_batched_sampling.py,method,ActorState,record_env_step,A,5,175,217
sample_factory/algo/sampling/non_batched_sampling.py,method,NonBatchedVectorEnvRunner,_format_policy_request,A,5,563,589
sample_factory/algo/sampling/non_batched_sampling.py,method,NonBatchedVectorEnvRunner,advance_rollouts,A,5,614,647
sample_factory/algo/sampling/rollout_worker.py,method,RolloutWorker,advance_rollouts,A,5,229,259
sample_factory/algo/sampling/sampler.py,method,Sampler,_inference_worker_ready,A,5,177,194
sample_factory/algo/utils/action_distributions.py,function,,calc_num_action_parameters,A,5,28,38
sample_factory/algo/utils/action_distributions.py,function,,get_action_distribution,A,5,45,61
sample_factory/algo/utils/env_info.py,function,,obtain_env_info_in_a_separate_process,A,5,111,134
sample_factory/algo/utils/gymnasium_utils.py,function,,convert_space,A,5,96,128
sample_factory/algo/utils/make_env.py,method,SequentialVectorizeWrapper,__init__,A,5,243,271
sample_factory/algo/utils/optimizers.py,method,Lamb,_compute_adam_step,A,5,58,95
sample_factory/algo/utils/running_mean_std.py,method,RunningMeanStdInPlace,__init__,A,5,23,47
sample_factory/algo/utils/tensor_dict.py,function,,tensor_dict_to_numpy,A,5,91,98
sample_factory/algo/utils/tensor_dict.py,function,,cat_tensordicts,A,5,108,125
sample_factory/cfg/arguments.py,function,,postprocess_args,A,5,65,94
sample_factory/envs/env_wrappers.py,method,ResizeWrapper,_calc_new_obs_space,A,5,46,58
sample_factory/envs/env_wrappers.py,method,TimeLimitWrapper,step,A,5,117,128
sample_factory/envs/env_wrappers.py,method,NoopResetEnv,reset,A,5,286,299
sample_factory/envs/env_wrappers.py,method,MaxAndSkipEnv,step,A,5,383,405
sample_factory/launcher/run.py,function,,main,A,5,53,73
sample_factory/launcher/run_description.py,method,ParamGrid,_generate_combinations,A,5,45,60
sample_factory/model/actor_critic.py,method,ActorCriticSeparateWeights,_core_rnn,A,5,228,273
sample_factory/pbt/population_based_training.py,method,PopulationBasedTraining,_perturb_reward,A,5,255,271
sample_factory/utils/decay.py,method,LinearDecay,at,A,5,25,47
sample_factory/utils/dicts.py,function,,list_of_dicts_to_dict_of_lists,A,5,83,96
sample_factory/utils/normalize.py,method,ObservationNormalizer,forward,A,5,51,70
sample_factory/utils/wandb_utils.py,function,,init_wandb,A,5,6,65
sample_factory/eval.py,function,,_print_eval_summaries,B,6,30,58
sample_factory/algo/learning/learner.py,method,Learner,_calculate_losses,B,6,537,669
sample_factory/algo/learning/learner.py,method,Learner,train,B,6,1036,1067
sample_factory/algo/runners/runner.py,method,Runner,_handle_restart,B,6,207,230
sample_factory/algo/runners/runner.py,method,Runner,_save_best_policy,B,6,459,475
sample_factory/algo/sampling/batched_sampling.py,function,,preprocess_actions,B,6,30,59
sample_factory/algo/sampling/inference_worker.py,method,InferenceWorker,init,B,6,142,173
sample_factory/algo/sampling/non_batched_sampling.py,method,ActorState,curr_actions,B,6,139,158
sample_factory/algo/sampling/non_batched_sampling.py,method,NonBatchedVectorEnvRunner,_reset,B,6,420,447
sample_factory/algo/utils/action_distributions.py,function,,calc_num_actions,B,6,14,25
sample_factory/algo/utils/action_distributions.py,method,TupleActionDistribution,__init__,B,6,214,225
sample_factory/algo/utils/agent_policy_mapping.py,method,AgentPolicyMapping,get_policy_for_agent,B,6,39,59
sample_factory/algo/utils/make_env.py,method,BatchedVecEnv,reset,B,6,207,219
sample_factory/algo/utils/optimizers.py,method,Lamb,__init__,B,6,15,50
sample_factory/algo/utils/shared_buffers.py,function,,alloc_trajectory_tensors,B,6,79,117
sample_factory/algo/utils/shared_buffers.py,function,,alloc_policy_output_tensors,B,6,120,149
sample_factory/envs/pettingzoo_envs.py,method,PettingZooParallelEnv,__init__,B,6,9,22
sample_factory/model/core.py,method,ModelCoreRNN,forward,B,6,37,64
sample_factory/pbt/population_based_training.py,method,PopulationBasedTraining,_write_dict_summaries,B,6,278,289
sample_factory/utils/utils.py,function,,str2bool,B,6,191,199
sample_factory/export_onnx.py,function,,generate_args,B,7,91,95
sample_factory/export_onnx.py,function,,sample_space,B,7,102,112
sample_factory/export_onnx.py,function,,unsqueeze_args,B,7,115,125
sample_factory/algo/learning/learner.py,method,Learner,_save_impl,B,7,334,360
sample_factory/algo/learning/learner.py,method,Learner,_maybe_update_cfg,B,7,394,413
sample_factory/algo/runners/runner.py,method,Runner,_episodic_stats_handler,B,7,263,278
sample_factory/algo/runners/runner.py,method,Runner,print_stats,B,7,314,343
sample_factory/algo/sampling/batched_sampling.py,function,,process_action_space,B,7,62,82
sample_factory/algo/sampling/evaluation_sampling_api.py,method,SamplingLoop,init,B,7,91,123
sample_factory/algo/sampling/inference_worker.py,method,InferenceWorker,_prepare_policy_outputs_batched,B,7,235,269
sample_factory/algo/sampling/inference_worker.py,method,InferenceWorker,_prepare_policy_outputs_non_batched,B,7,271,311
sample_factory/algo/sampling/rollout_worker.py,method,RolloutWorker,on_trajectory_buffers_available,B,7,261,293
sample_factory/algo/utils/make_env.py,method,BatchedVecEnv,_get_convert_func,B,7,179,197
sample_factory/pbt/population_based_training.py,method,PopulationBasedTraining,__init__,B,7,108,138
sample_factory/pbt/population_based_training.py,method,PopulationBasedTraining,_perturb_param,B,7,209,230
sample_factory/utils/gpu_utils.py,function,,gpus_for_process,B,7,31,59
sample_factory/algo/learning/learner.py,method,Learner,_get_minibatches,B,8,498,526
sample_factory/algo/runners/runner.py,method,Runner,__init__,B,8,81,184
sample_factory/algo/sampling/evaluation_sampling_api.py,method,SamplingLoop,_episodic_stats_handler,B,8,145,164
sample_factory/algo/sampling/non_batched_sampling.py,method,ActorState,finalize_trajectory,B,8,219,286
sample_factory/algo/sampling/non_batched_sampling.py,method,NonBatchedVectorEnvRunner,_process_policy_outputs,B,8,449,501
sample_factory/algo/sampling/non_batched_sampling.py,method,NonBatchedVectorEnvRunner,update_trajectory_buffers,B,8,649,676
sample_factory/algo/utils/gymnasium_utils.py,function,,_patch_env,B,8,39,93
sample_factory/algo/utils/optimizers.py,method,Lamb,_step_flat_params,B,8,137,171
sample_factory/algo/utils/shared_buffers.py,function,,init_tensor,B,8,35,57
sample_factory/envs/pettingzoo_envs.py,method,PettingZooParallelEnv,step,B,8,30,42
sample_factory/huggingface/huggingface_utils.py,function,,generate_replay_video,B,8,13,40
sample_factory/utils/tb.py,function,,main,B,8,33,87
sample_factory/utils/timing.py,method,Timing,_tree_str_func,B,8,125,146
sample_factory/utils/utils.py,function,,kill_processes,B,8,290,311
sample_factory/algo/runners/runner.py,method,Runner,_process_msg,B,9,232,249
sample_factory/algo/runners/runner.py,method,Runner,_component_stopped,B,9,710,734
sample_factory/algo/sampling/evaluation_sampling_api.py,method,SamplingLoop,_process_msg,B,9,125,142
sample_factory/algo/sampling/rollout_worker.py,function,,init_rollout_worker_process,B,9,33,76
sample_factory/algo/sampling/rollout_worker.py,method,RolloutWorker,__init__,B,9,80,129
sample_factory/algo/utils/tensor_dict.py,method,TensorDict,_set_data_func,B,9,46,69
sample_factory/cfg/arguments.py,function,,load_from_checkpoint,B,9,227,260
sample_factory/envs/env_wrappers.py,method,PixelFormatChwWrapper,__init__,B,9,134,177
sample_factory/launcher/run_description.py,method,ParamGrid,generate_params,B,9,62,86
sample_factory/launcher/run_slurm.py,function,,run_slurm,B,9,61,148
sample_factory/pbt/population_based_training.py,method,PopulationBasedTraining,on_init,B,9,140,182
sample_factory/enjoy.py,function,,render_frame,B,10,58,82
sample_factory/algo/learning/batcher.py,method,Batcher,_release_traj_tensors,B,10,240,267
sample_factory/algo/learning/learner.py,method,Learner,init,B,10,178,255
sample_factory/algo/learning/learner.py,method,Learner,_record_summaries,B,10,843,923
sample_factory/algo/learning/learner.py,method,Learner,_prepare_batch,B,10,943,1034
sample_factory/algo/utils/optimizers.py,method,Lamb,_step_list_params,B,10,97,135
sample_factory/launcher/run_description.py,method,Experiment,generate_experiments,B,10,100,140
sample_factory/model/actor_critic.py,method,ActorCritic,initialize_weights,B,10,73,96
sample_factory/pbt/population_based_training.py,method,PopulationBasedTraining,on_training_step,B,10,389,415
sample_factory/algo/learning/batcher.py,method,Batcher,_maybe_enqueue_new_training_batches,C,11,170,218
sample_factory/algo/utils/running_mean_std.py,method,RunningMeanStdInPlace,forward,C,11,64,110
sample_factory/pbt/population_based_training.py,method,PopulationBasedTraining,_update_policy,C,11,296,365
sample_factory/algo/runners/runner.py,method,Runner,_check_heartbeat,C,12,581,619
sample_factory/algo/utils/tensor_dict.py,function,,find_invalid_data,C,12,128,156
sample_factory/algo/utils/shared_buffers.py,method,BufferMgr,__init__,C,13,153,239
sample_factory/algo/runners/runner.py,method,Runner,_report_experiment_summaries,C,18,368,423
sample_factory/cfg/arguments.py,function,,verify_cfg,C,18,105,201
sample_factory/algo/sampling/batched_sampling.py,method,BatchedVectorEnvRunner,_process_env_step,C,19,215,287
sample_factory/launcher/run_processes.py,function,,run,C,19,30,142
sample_factory/algo/learning/learner.py,method,Learner,_train,C,20,671,841
sample_factory/enjoy.py,function,,enjoy,F,42,103,291
